excited_states:spectrum:nm:x / nm,excited_states:spectrum:nm:y / arb. unit
313.09141018484917,1.5265642583558958e-12
312.30276683425757,1.4955958848232404e-12
311.51808651557855,1.4601678167397518e-12
310.73733943157964,1.4206289125041427e-12
309.96049608300063,1.3773614395291065e-12
309.1875272648386,1.3307749365431061e-12
308.4184040626872,1.281299786518874e-12
307.65309784913217,1.2293806406296186e-12
306.8915802801987,1.1754698326748062e-12
306.1338232918525,1.1200209186953593e-12
305.37979909655235,1.0634824682906391e-12
304.6294801798532,1.0062922228430646e-12
303.88283929705943,9.488717219253525e-13
303.1398494699273,8.91621483153759e-13
302.4004839834153,8.349168032454723e-13
301.66471638248237,7.791042296484381e-13
300.93252046893264,7.244987334425592e-13
300.2038702983057,6.713815958427566e-13
299.47874017681227,6.199990031024701e-13
298.75710465831384,5.705613283936074e-13
298.03893854134674,5.232430647242908e-13
297.3242168661877,4.781833604617559e-13
296.61291491196243,4.3548709877787754e-13
295.9050081937953,3.952264544599588e-13
295.20047246000064,3.574428560722781e-13
294.4992836893118,3.2214927837263854e-13
293.80141808815233,2.8933278906680517e-13
293.10685208794393,2.589572752412331e-13
292.4155623424535,2.309662779188817e-13
291.7275257251771,2.052858678628311e-13
291.0427193267612,1.8182750171217651e-13
290.36112045245966,1.6049080446604068e-13
289.6827066196268,1.4116623192745644e-13
289.0074555552454,1.2373757468307709e-13
288.335345193489,1.0808427325229659e-13
287.66635367331844,9.408352194333681e-14
287.0004593361117,8.161214649153923e-14
286.3376407233262,7.054824755082968e-14
285.67787657419416,6.077260842701026e-14
285.0211458234489,5.216987098384819e-14
284.36742759908316,4.4629488360477424e-14
283.7167012201379,3.804646698648985e-14
283.0689461945212,3.2321913375596554e-14
282.4241422168571,2.7363403352548596e-14
281.7822691663642,2.3085192775666686e-14
281.14330710476247,1.940828952989974e-14
280.50723627420876,1.6260406665687688e-14
279.87403709526023,1.3575816137021288e-14
279.2436901648654,1.1295121740731643e-14
278.6161762543826,9.364968670245794e-15
277.99147630762394,7.737705658845384e-15
277.3695714389268,6.37101408162242e-15
276.7504429312506,5.227516685374877e-15
276.134072234299,4.274376885859312e-15
